id;cie10;nombre;descripcion;fechaRegistro;estadoReg;edadFin;edadIni;flagSivigila;habilitadoMipres
11186;X854;Agresion con drogas, medicamentos y sustancias biologicas, calles y carreteras;Agresion con drogas, medicamentos y sustancias biologicas, calles y carreteras;19/07/2024;A;1;100;A;1
11187;X855;Agresion con drogas, medicamentos y sustancias biologicas, comercio y area de servicios;Agresion con drogas, medicamentos y sustancias biologicas, comercio y area de servicios;19/07/2024;A;1;100;A;1
11188;X856;Agresion con drogas, medicamentos y sustancias biologicas, area industrial y de la construccion;Agresion con drogas, medicamentos y sustancias biologicas, area industrial y de la construccion;19/07/2024;A;1;100;A;1
11189;X857;Agresion con drogas, medicamentos y sustancias biologicas, granja;Agresion con drogas, medicamentos y sustancias biologicas, granja;19/07/2024;A;1;100;A;1
11190;X858;Agresion con drogas, medicamentos y sustancias biologicas, otro lugar especificado;Agresion con drogas, medicamentos y sustancias biologicas, otro lugar especificado;19/07/2024;A;1;100;A;1
11191;X859;Agresion con drogas, medicamentos y sustancias biologicas, lugar no especificado;Agresion con drogas, medicamentos y sustancias biologicas, lugar no especificado;19/07/2024;A;1;100;A;1
11192;X860;Agresion con sustancia corrosiva, vivienda;Agresion con sustancia corrosiva, vivienda;19/07/2024;A;1;100;A;1
11193;X861;Agresion con sustancia corrosiva, institucion residencial;Agresion con sustancia corrosiva, institucion residencial;19/07/2024;A;1;100;A;1
11194;X862;Agresion con sustancia corrosiva, escuelas, otras instituciones y areas administrativas  publicas;Agresion con sustancia corrosiva, escuelas, otras instituciones y areas administrativas  publicas;19/07/2024;A;1;100;A;1
11195;X863;Agresion con sustancia corrosiva, areas de deporte y atletismo;Agresion con sustancia corrosiva, areas de deporte y atletismo;19/07/2024;A;1;100;A;1
11196;X864;Agresion con sustancia corrosiva, calles y carreteras;Agresion con sustancia corrosiva, calles y carreteras;19/07/2024;A;1;100;A;1
11197;X865;Agresion con sustancia corrosiva, comercio y area de servicios;Agresion con sustancia corrosiva, comercio y area de servicios;19/07/2024;A;1;100;A;1
11198;X866;Agresion con sustancia corrosiva, area industrial y de la construccion;Agresion con sustancia corrosiva, area industrial y de la construccion;19/07/2024;A;1;100;A;1
11199;X867;Agresion con sustancia corrosiva, granja;Agresion con sustancia corrosiva, granja;19/07/2024;A;1;100;A;1
11200;X868;Agresion con sustancia corrosiva, otro lugar especificado;Agresion con sustancia corrosiva, otro lugar especificado;19/07/2024;A;1;100;A;1
11201;X869;Agresion con sustancia corrosiva, lugar no especificado;Agresion con sustancia corrosiva, lugar no especificado;19/07/2024;A;1;100;A;1
11202;X870;Agresion con plaguicidas, vivienda;Agresion con plaguicidas, vivienda;19/07/2024;A;1;100;A;1
11203;X871;Agresion con plaguicidas, institucion residencial;Agresion con plaguicidas, institucion residencial;19/07/2024;A;1;100;A;1
11204;X872;Agresion con plaguicidas, escuelas, otras instituciones y areas administrativas  publicas;Agresion con plaguicidas, escuelas, otras instituciones y areas administrativas  publicas;19/07/2024;A;1;100;A;1
11205;X873;Agresion con plaguicidas, areas de deporte y atletismo;Agresion con plaguicidas, areas de deporte y atletismo;19/07/2024;A;1;100;A;1
11206;X874;Agresion con plaguicidas, calles y carreteras;Agresion con plaguicidas, calles y carreteras;19/07/2024;A;1;100;A;1
11207;X875;Agresion con plaguicidas, comercio y area de servicios;Agresion con plaguicidas, comercio y area de servicios;19/07/2024;A;1;100;A;1
11208;X876;Agresion con plaguicidas, area industrial y de la construccion;Agresion con plaguicidas, area industrial y de la construccion;19/07/2024;A;1;100;A;1
11209;X877;Agresion con plaguicidas, granja;Agresion con plaguicidas, granja;19/07/2024;A;1;100;A;1
11210;X878;Agresion con plaguicidas, otro lugar especificado;Agresion con plaguicidas, otro lugar especificado;19/07/2024;A;1;100;A;1
11211;X879;Agresion con plaguicidas, lugar no especificado;Agresion con plaguicidas, lugar no especificado;19/07/2024;A;1;100;A;1
11212;X880;Agresion con gases y vapores, vivienda;Agresion con gases y vapores, vivienda;19/07/2024;A;1;100;A;1
11213;X881;Agresion con gases y vapores, institucion residencial;Agresion con gases y vapores, institucion residencial;19/07/2024;A;1;100;A;1
11214;X882;Agresion con gases y vapores, escuelas, otras instituciones y areas administrativas  publicas;Agresion con gases y vapores, escuelas, otras instituciones y areas administrativas  publicas;19/07/2024;A;1;100;A;1
11215;X883;Agresion con gases y vapores, areas de deporte y atletismo;Agresion con gases y vapores, areas de deporte y atletismo;19/07/2024;A;1;100;A;1
11216;X884;Agresion con gases y vapores, calles y carreteras;Agresion con gases y vapores, calles y carreteras;19/07/2024;A;1;100;A;1
11217;X885;Agresion con gases y vapores, comercio y area de servicios;Agresion con gases y vapores, comercio y area de servicios;19/07/2024;A;1;100;A;1
11218;X886;Agresion con gases y vapores, area industrial y de la construccion;Agresion con gases y vapores, area industrial y de la construccion;19/07/2024;A;1;100;A;1
11219;X887;Agresion con gases y vapores, granja;Agresion con gases y vapores, granja;19/07/2024;A;1;100;A;1
11220;X888;Agresion con gases y vapores, otro lugar especificado;Agresion con gases y vapores, otro lugar especificado;19/07/2024;A;1;100;A;1
11221;X889;Agresion con gases y vapores, lugar no especificado;Agresion con gases y vapores, lugar no especificado;19/07/2024;A;1;100;A;1
11222;X890;Agresion con otros productos quimicos y sustancias nocivas especificadas, vivienda;Agresion con otros productos quimicos y sustancias nocivas especificadas, vivienda;19/07/2024;A;1;100;A;1
11223;X891;Agresion con otros productos quimicos y sustancias nocivas especificadas, institucion residencial;Agresion con otros productos quimicos y sustancias nocivas especificadas, institucion residencial;19/07/2024;A;1;100;A;1
11224;X892;Agresion con otros productos quimicos y sustancias nocivas especificadas, escuelas, otras instituciones y areas administrativas  publicas;Agresion con otros productos quimicos y sustancias nocivas especificadas, escuelas, otras instituciones y areas administrativas  publicas;19/07/2024;A;1;100;A;1
11225;X893;Agresion con otros productos quimicos y sustancias nocivas especificadas, areas de deporte y atletismo;Agresion con otros productos quimicos y sustancias nocivas especificadas, areas de deporte y atletismo;19/07/2024;A;1;100;A;1
11226;X894;Agresion con otros productos quimicos y sustancias nocivas especificadas, calles y carreteras;Agresion con otros productos quimicos y sustancias nocivas especificadas, calles y carreteras;19/07/2024;A;1;100;A;1
11227;X895;Agresion con otros productos quimicos y sustancias nocivas especificadas, comercio y area de servicios;Agresion con otros productos quimicos y sustancias nocivas especificadas, comercio y area de servicios;19/07/2024;A;1;100;A;1
11228;X896;Agresion con otros productos quimicos y sustancias nocivas especificadas, area industrial y de la construccion;Agresion con otros productos quimicos y sustancias nocivas especificadas, area industrial y de la construccion;19/07/2024;A;1;100;A;1
11229;X897;Agresion con otros productos quimicos y sustancias nocivas especificadas, granja;Agresion con otros productos quimicos y sustancias nocivas especificadas, granja;19/07/2024;A;1;100;A;1
11230;X898;Agresion con otros productos quimicos y sustancias nocivas especificadas, otro lugar especificado;Agresion con otros productos quimicos y sustancias nocivas especificadas, otro lugar especificado;19/07/2024;A;1;100;A;1
11231;X899;Agresion con otros productos quimicos y sustancias nocivas especificadas, lugar no especificado;Agresion con otros productos quimicos y sustancias nocivas especificadas, lugar no especificado;19/07/2024;A;1;100;A;1
11232;X900;Agresion con productos quimicos y sustancias nocivas no especificadas, vivienda;Agresion con productos quimicos y sustancias nocivas no especificadas, vivienda;19/07/2024;A;1;100;A;1
11233;X901;Agresion con productos quimicos y sustancias nocivas no especificadas, institucion residencial;Agresion con productos quimicos y sustancias nocivas no especificadas, institucion residencial;19/07/2024;A;1;100;A;1
11234;X902;Agresion con productos quimicos y sustancias nocivas no especificadas, escuelas, otras instituciones y areas administrativas  publicas;Agresion con productos quimicos y sustancias nocivas no especificadas, escuelas, otras instituciones y areas administrativas  publicas;19/07/2024;A;1;100;A;1
11235;X903;Agresion con productos quimicos y sustancias nocivas no especificadas, areas de deporte y atletismo;Agresion con productos quimicos y sustancias nocivas no especificadas, areas de deporte y atletismo;19/07/2024;A;1;100;A;1
11236;X904;Agresion con productos quimicos y sustancias nocivas no especificadas, calles y carreteras;Agresion con productos quimicos y sustancias nocivas no especificadas, calles y carreteras;19/07/2024;A;1;100;A;1
11237;X905;Agresion con productos quimicos y sustancias nocivas no especificadas, comercio y area de servicios;Agresion con productos quimicos y sustancias nocivas no especificadas, comercio y area de servicios;19/07/2024;A;1;100;A;1
11238;X906;Agresion con productos quimicos y sustancias nocivas no especificadas, area industrial y de la construccion;Agresion con productos quimicos y sustancias nocivas no especificadas, area industrial y de la construccion;19/07/2024;A;1;100;A;1
11239;X907;Agresion con productos quimicos y sustancias nocivas no especificadas, granja;Agresion con productos quimicos y sustancias nocivas no especificadas, granja;19/07/2024;A;1;100;A;1
11240;X908;Agresion con productos quimicos y sustancias nocivas no especificadas, otro lugar especificado;Agresion con productos quimicos y sustancias nocivas no especificadas, otro lugar especificado;19/07/2024;A;1;100;A;1
11241;X909;Agresion con productos quimicos y sustancias nocivas no especificadas, lugar no especificado;Agresion con productos quimicos y sustancias nocivas no especificadas, lugar no especificado;19/07/2024;A;1;100;A;1
11242;X910;Agresion por ahorcamiento, estrangulamiento y sofocacion, vivienda;Agresion por ahorcamiento, estrangulamiento y sofocacion, vivienda;19/07/2024;A;1;100;A;1
11243;X911;Agresion por ahorcamiento, estrangulamiento y sofocacion, institucion residencial;Agresion por ahorcamiento, estrangulamiento y sofocacion, institucion residencial;19/07/2024;A;1;100;A;1
11244;X912;Agresion por ahorcamiento, estrangulamiento y sofocacion, escuelas, otras instituciones y areas administrativas  publicas;Agresion por ahorcamiento, estrangulamiento y sofocacion, escuelas, otras instituciones y areas administrativas  publicas;19/07/2024;A;1;100;A;1
11245;X913;Agresion por ahorcamiento, estrangulamiento y sofocacion, areas de deporte y atletismo;Agresion por ahorcamiento, estrangulamiento y sofocacion, areas de deporte y atletismo;19/07/2024;A;1;100;A;1
11246;X914;Agresion por ahorcamiento, estrangulamiento y sofocacion, calles y carreteras;Agresion por ahorcamiento, estrangulamiento y sofocacion, calles y carreteras;19/07/2024;A;1;100;A;1
11247;X915;Agresion por ahorcamiento, estrangulamiento y sofocacion, comercio y area de servicios;Agresion por ahorcamiento, estrangulamiento y sofocacion, comercio y area de servicios;19/07/2024;A;1;100;A;1
11248;X916;Agresion por ahorcamiento, estrangulamiento y sofocacion, area industrial y de la construccion;Agresion por ahorcamiento, estrangulamiento y sofocacion, area industrial y de la construccion;19/07/2024;A;1;100;A;1
11249;X917;Agresion por ahorcamiento, estrangulamiento y sofocacion, granja;Agresion por ahorcamiento, estrangulamiento y sofocacion, granja;19/07/2024;A;1;100;A;1
11250;X918;Agresion por ahorcamiento, estrangulamiento y sofocacion, otro lugar especificado;Agresion por ahorcamiento, estrangulamiento y sofocacion, otro lugar especificado;19/07/2024;A;1;100;A;1
11251;X919;Agresion por ahorcamiento, estrangulamiento y sofocacion, lugar no especificado;Agresion por ahorcamiento, estrangulamiento y sofocacion, lugar no especificado;19/07/2024;A;1;100;A;1
11252;X920;Agresion por ahogamiento y sumersion, vivienda;Agresion por ahogamiento y sumersion, vivienda;19/07/2024;A;1;100;A;1
11253;X921;Agresion por ahogamiento y sumersion, institucion residencial;Agresion por ahogamiento y sumersion, institucion residencial;19/07/2024;A;1;100;A;1
11254;X922;Agresion por ahogamiento y sumersion, escuelas, otras instituciones y areas administrativas  publicas;Agresion por ahogamiento y sumersion, escuelas, otras instituciones y areas administrativas  publicas;19/07/2024;A;1;100;A;1
11255;X923;Agresion por ahogamiento y sumersion, areas de deporte y atletismo;Agresion por ahogamiento y sumersion, areas de deporte y atletismo;19/07/2024;A;1;100;A;1
11256;X924;Agresion por ahogamiento y sumersion, calles y carreteras;Agresion por ahogamiento y sumersion, calles y carreteras;19/07/2024;A;1;100;A;1
11257;X925;Agresion por ahogamiento y sumersion, comercio y area de servicios;Agresion por ahogamiento y sumersion, comercio y area de servicios;19/07/2024;A;1;100;A;1
11258;X926;Agresion por ahogamiento y sumersion, area industrial y de la construccion;Agresion por ahogamiento y sumersion, area industrial y de la construccion;19/07/2024;A;1;100;A;1
11259;X927;Agresion por ahogamiento y sumersion, granja;Agresion por ahogamiento y sumersion, granja;19/07/2024;A;1;100;A;1
11260;X928;Agresion por ahogamiento y sumersion, otro lugar especificado;Agresion por ahogamiento y sumersion, otro lugar especificado;19/07/2024;A;1;100;A;1
11261;X929;Agresion por ahogamiento y sumersion, lugar no especificado;Agresion por ahogamiento y sumersion, lugar no especificado;19/07/2024;A;1;100;A;1
11262;X930;Agresion con disparo de arma corta, vivienda;Agresion con disparo de arma corta, vivienda;19/07/2024;A;1;100;A;1
11263;X931;Agresion con disparo de arma corta, institucion residencial;Agresion con disparo de arma corta, institucion residencial;19/07/2024;A;1;100;A;1
11264;X932;Agresion con disparo de arma corta, escuelas, otras instituciones y areas administrativas  publicas;Agresion con disparo de arma corta, escuelas, otras instituciones y areas administrativas  publicas;19/07/2024;A;1;100;A;1
11265;X933;Agresion con disparo de arma corta, areas de deporte y atletismo;Agresion con disparo de arma corta, areas de deporte y atletismo;19/07/2024;A;1;100;A;1
11266;X934;Agresion con disparo de arma corta, calles y carreteras;Agresion con disparo de arma corta, calles y carreteras;19/07/2024;A;1;100;A;1
11267;X935;Agresion con disparo de arma corta, comercio y area de servicios;Agresion con disparo de arma corta, comercio y area de servicios;19/07/2024;A;1;100;A;1
11268;X936;Agresion con disparo de arma corta, area industrial y de la construccion;Agresion con disparo de arma corta, area industrial y de la construccion;19/07/2024;A;1;100;A;1
11269;X937;Agresion con disparo de arma corta, granja;Agresion con disparo de arma corta, granja;19/07/2024;A;1;100;A;1
11270;X938;Agresion con disparo de arma corta, otro lugar especificado;Agresion con disparo de arma corta, otro lugar especificado;19/07/2024;A;1;100;A;1
11271;X939;Agresion con disparo de arma corta, lugar no especificado;Agresion con disparo de arma corta, lugar no especificado;19/07/2024;A;1;100;A;1
11272;X940;Agresion con disparo de rifle, escopeta y arma larga, vivienda;Agresion con disparo de rifle, escopeta y arma larga, vivienda;19/07/2024;A;1;100;A;1
11273;X941;Agresion con disparo de rifle, escopeta y arma larga, institucion residencial;Agresion con disparo de rifle, escopeta y arma larga, institucion residencial;19/07/2024;A;1;100;A;1
11274;X942;Agresion con disparo de rifle, escopeta y arma larga, escuelas, otras instituciones y areas administrativas  publicas;Agresion con disparo de rifle, escopeta y arma larga, escuelas, otras instituciones y areas administrativas  publicas;19/07/2024;A;1;100;A;1
11275;X943;Agresion con disparo de rifle, escopeta y arma larga, areas de deporte y atletismo;Agresion con disparo de rifle, escopeta y arma larga, areas de deporte y atletismo;19/07/2024;A;1;100;A;1
11276;X944;Agresion con disparo de rifle, escopeta y arma larga, calles y carreteras;Agresion con disparo de rifle, escopeta y arma larga, calles y carreteras;19/07/2024;A;1;100;A;1
11277;X945;Agresion con disparo de rifle, escopeta y arma larga, comercio y area de servicios;Agresion con disparo de rifle, escopeta y arma larga, comercio y area de servicios;19/07/2024;A;1;100;A;1
11278;X946;Agresion con disparo de rifle, escopeta y arma larga, area industrial y de la construccion;Agresion con disparo de rifle, escopeta y arma larga, area industrial y de la construccion;19/07/2024;A;1;100;A;1
11279;X947;Agresion con disparo de rifle, escopeta y arma larga, granja;Agresion con disparo de rifle, escopeta y arma larga, granja;19/07/2024;A;1;100;A;1
11280;X948;Agresion con disparo de rifle, escopeta y arma larga, otro lugar especificado;Agresion con disparo de rifle, escopeta y arma larga, otro lugar especificado;19/07/2024;A;1;100;A;1
11281;X949;Agresion con disparo de rifle, escopeta y arma larga, lugar no especificado;Agresion con disparo de rifle, escopeta y arma larga, lugar no especificado;19/07/2024;A;1;100;A;1
11282;X950;Agresion con disparo de otras armas de fuego, y las no especificadas, vivienda;Agresion con disparo de otras armas de fuego, y las no especificadas, vivienda;19/07/2024;A;1;100;A;1
11283;X951;Agresion con disparo de otras armas de fuego, y las no especificadas, institucion residencial;Agresion con disparo de otras armas de fuego, y las no especificadas, institucion residencial;19/07/2024;A;1;100;A;1
11284;X952;Agresion con disparo de otras armas de fuego, y las no especificadas, escuelas, otras instituciones y areas administrativas  publicas;Agresion con disparo de otras armas de fuego, y las no especificadas, escuelas, otras instituciones y areas administrativas  publicas;19/07/2024;A;1;100;A;1
11285;X953;Agresion con disparo de otras armas de fuego, y las no especificadas, areas de deporte y atletismo;Agresion con disparo de otras armas de fuego, y las no especificadas, areas de deporte y atletismo;19/07/2024;A;1;100;A;1
11286;X954;Agresion con disparo de otras armas de fuego, y las no especificadas, calles y carreteras;Agresion con disparo de otras armas de fuego, y las no especificadas, calles y carreteras;19/07/2024;A;1;100;A;1
11287;X955;Agresion con disparo de otras armas de fuego, y las no especificadas, comercio y area de servicios;Agresion con disparo de otras armas de fuego, y las no especificadas, comercio y area de servicios;19/07/2024;A;1;100;A;1
11288;X956;Agresion con disparo de otras armas de fuego, y las no especificadas, area industrial y de la construccion;Agresion con disparo de otras armas de fuego, y las no especificadas, area industrial y de la construccion;19/07/2024;A;1;100;A;1
11289;X957;Agresion con disparo de otras armas de fuego, y las no especificadas, granja;Agresion con disparo de otras armas de fuego, y las no especificadas, granja;19/07/2024;A;1;100;A;1
11290;X958;Agresion con disparo de otras armas de fuego, y las no especificadas, otro lugar especificado;Agresion con disparo de otras armas de fuego, y las no especificadas, otro lugar especificado;19/07/2024;A;1;100;A;1
11291;X959;Agresion con disparo de otras armas de fuego, y las no especificadas, lugar no especificado;Agresion con disparo de otras armas de fuego, y las no especificadas, lugar no especificado;19/07/2024;A;1;100;A;1
11292;X960;Agresion con material explosivo, vivienda;Agresion con material explosivo, vivienda;19/07/2024;A;1;100;A;1
11293;X961;Agresion con material explosivo, institucion residencial;Agresion con material explosivo, institucion residencial;19/07/2024;A;1;100;A;1
11294;X962;Agresion con material explosivo, escuelas, otras instituciones y areas administrativas  publicas;Agresion con material explosivo, escuelas, otras instituciones y areas administrativas  publicas;19/07/2024;A;1;100;A;1
11295;X963;Agresion con material explosivo, areas de deporte y atletismo;Agresion con material explosivo, areas de deporte y atletismo;19/07/2024;A;1;100;A;1
11296;X964;Agresion con material explosivo, calles y carreteras;Agresion con material explosivo, calles y carreteras;19/07/2024;A;1;100;A;1
11297;X965;Agresion con material explosivo, comercio y area de servicios;Agresion con material explosivo, comercio y area de servicios;19/07/2024;A;1;100;A;1
11298;X966;Agresion con material explosivo, area industrial y de la construccion;Agresion con material explosivo, area industrial y de la construccion;19/07/2024;A;1;100;A;1
11299;X967;Agresion con material explosivo, granja;Agresion con material explosivo, granja;19/07/2024;A;1;100;A;1
11300;X968;Agresion con material explosivo, otro lugar especificado;Agresion con material explosivo, otro lugar especificado;19/07/2024;A;1;100;A;1
11301;X969;Agresion con material explosivo, lugar no especificado;Agresion con material explosivo, lugar no especificado;19/07/2024;A;1;100;A;1
11302;X970;Agresion con humo, fuego y llamas, vivienda;Agresion con humo, fuego y llamas, vivienda;19/07/2024;A;1;100;A;1
11303;X971;Agresion con humo, fuego y llamas, institucion residencial;Agresion con humo, fuego y llamas, institucion residencial;19/07/2024;A;1;100;A;1
11304;X972;Agresion con humo, fuego y llamas, escuelas, otras instituciones y areas administrativas  publicas;Agresion con humo, fuego y llamas, escuelas, otras instituciones y areas administrativas  publicas;19/07/2024;A;1;100;A;1
11305;X973;Agresion con humo, fuego y llamas, areas de deporte y atletismo;Agresion con humo, fuego y llamas, areas de deporte y atletismo;19/07/2024;A;1;100;A;1
11306;X974;Agresion con humo, fuego y llamas, calles y carreteras;Agresion con humo, fuego y llamas, calles y carreteras;19/07/2024;A;1;100;A;1
11307;X975;Agresion con humo, fuego y llamas, comercio y area de servicios;Agresion con humo, fuego y llamas, comercio y area de servicios;19/07/2024;A;1;100;A;1
11308;X976;Agresion con humo, fuego y llamas, area industrial y de la construccion;Agresion con humo, fuego y llamas, area industrial y de la construccion;19/07/2024;A;1;100;A;1
11309;X977;Agresion con humo, fuego y llamas, granja;Agresion con humo, fuego y llamas, granja;19/07/2024;A;1;100;A;1
11310;X978;Agresion con humo, fuego y llamas, otro lugar especificado;Agresion con humo, fuego y llamas, otro lugar especificado;19/07/2024;A;1;100;A;1
11311;X979;Agresion con humo, fuego y llamas, lugar no especificado;Agresion con humo, fuego y llamas, lugar no especificado;19/07/2024;A;1;100;A;1
11312;X980;Agresion con vapor de agua, vapores y objetos calientes, vivienda;Agresion con vapor de agua, vapores y objetos calientes, vivienda;19/07/2024;A;1;100;A;1
11313;X981;Agresion con vapor de agua, vapores y objetos calientes, institucion residencial;Agresion con vapor de agua, vapores y objetos calientes, institucion residencial;19/07/2024;A;1;100;A;1
11314;X982;Agresion con vapor de agua, vapores y objetos calientes, escuelas, otras instituciones y areas administrativas  publicas;Agresion con vapor de agua, vapores y objetos calientes, escuelas, otras instituciones y areas administrativas  publicas;19/07/2024;A;1;100;A;1
11315;X983;Agresion con vapor de agua, vapores y objetos calientes, areas de deporte y atletismo;Agresion con vapor de agua, vapores y objetos calientes, areas de deporte y atletismo;19/07/2024;A;1;100;A;1
11316;X984;Agresion con vapor de agua, vapores y objetos calientes, calles y carreteras;Agresion con vapor de agua, vapores y objetos calientes, calles y carreteras;19/07/2024;A;1;100;A;1
11317;X985;Agresion con vapor de agua, vapores y objetos calientes, comercio y area de servicios;Agresion con vapor de agua, vapores y objetos calientes, comercio y area de servicios;19/07/2024;A;1;100;A;1
11318;X986;Agresion con vapor de agua, vapores y objetos calientes, area industrial y de la construccion;Agresion con vapor de agua, vapores y objetos calientes, area industrial y de la construccion;19/07/2024;A;1;100;A;1
11319;X987;Agresion con vapor de agua, vapores y objetos calientes, granja;Agresion con vapor de agua, vapores y objetos calientes, granja;19/07/2024;A;1;100;A;1
11320;X988;Agresion con vapor de agua, vapores y objetos calientes, otro lugar especificado;Agresion con vapor de agua, vapores y objetos calientes, otro lugar especificado;19/07/2024;A;1;100;A;1
11321;X989;Agresion con vapor de agua, vapores y objetos calientes, lugar no especificado;Agresion con vapor de agua, vapores y objetos calientes, lugar no especificado;19/07/2024;A;1;100;A;1
11322;X990;Agresion con objeto cortante, vivienda;Agresion con objeto cortante, vivienda;19/07/2024;A;1;100;A;1
11323;X991;Agresion con objeto cortante, institucion residencial;Agresion con objeto cortante, institucion residencial;19/07/2024;A;1;100;A;1
11324;X992;Agresion con objeto cortante, escuelas, otras instituciones y areas administrativas  publicas;Agresion con objeto cortante, escuelas, otras instituciones y areas administrativas  publicas;19/07/2024;A;1;100;A;1
11325;X993;Agresion con objeto cortante, areas de deporte y atletismo;Agresion con objeto cortante, areas de deporte y atletismo;19/07/2024;A;1;100;A;1
11326;X994;Agresion con objeto cortante, calles y carreteras;Agresion con objeto cortante, calles y carreteras;19/07/2024;A;1;100;A;1
11327;X995;Agresion con objeto cortante, comercio y area de servicios;Agresion con objeto cortante, comercio y area de servicios;19/07/2024;A;1;100;A;1
11328;X996;Agresion con objeto cortante, area industrial y de la construccion;Agresion con objeto cortante, area industrial y de la construccion;19/07/2024;A;1;100;A;1
11329;X997;Agresion con objeto cortante, granja;Agresion con objeto cortante, granja;19/07/2024;A;1;100;A;1
11330;X998;Agresion con objeto cortante, otro lugar especificado;Agresion con objeto cortante, otro lugar especificado;19/07/2024;A;1;100;A;1
11331;X999;Agresion con objeto cortante, lugar no especificado;Agresion con objeto cortante, lugar no especificado;19/07/2024;A;1;100;A;1
11332;Y000;Agresion con objeto romo o sin filo, vivienda;Agresion con objeto romo o sin filo, vivienda;19/07/2024;A;1;100;A;1
11333;Y001;Agresion con objeto romo o sin filo, institucion residencial;Agresion con objeto romo o sin filo, institucion residencial;19/07/2024;A;1;100;A;1
11334;Y002;Agresion con objeto romo o sin filo, escuelas, otras instituciones y areas administrativas publicas;Agresion con objeto romo o sin filo, escuelas, otras instituciones y areas administrativas publicas;19/07/2024;A;1;100;A;1
11335;Y003;Agresion con objeto romo o sin filo, areas de deporte y atletismo;Agresion con objeto romo o sin filo, areas de deporte y atletismo;19/07/2024;A;1;100;A;1
11336;Y004;Agresion con objeto romo o sin filo, calles y carreteras;Agresion con objeto romo o sin filo, calles y carreteras;19/07/2024;A;1;100;A;1
11337;Y005;Agresion con objeto romo o sin filo, comercio y area de servicios;Agresion con objeto romo o sin filo, comercio y area de servicios;19/07/2024;A;1;100;A;1
11338;Y006;Agresion con objeto romo o sin filo, area industrial y de la construccion;Agresion con objeto romo o sin filo, area industrial y de la construccion;19/07/2024;A;1;100;A;1
11339;Y007;Agresion con objeto romo o sin filo, granja;Agresion con objeto romo o sin filo, granja;19/07/2024;A;1;100;A;1
11340;Y008;Agresion con objeto romo o sin filo, otro lugar especificado;Agresion con objeto romo o sin filo, otro lugar especificado;19/07/2024;A;1;100;A;1
11341;Y009;Agresion con objeto romo o sin filo, lugar no especificado;Agresion con objeto romo o sin filo, lugar no especificado;19/07/2024;A;1;100;A;1
11342;Y010;Agresion por empujon desde un lugar elevado, vivienda;Agresion por empujon desde un lugar elevado, vivienda;19/07/2024;A;1;100;A;1
11343;Y011;Agresion por empujon desde un lugar elevado, institucion residencial;Agresion por empujon desde un lugar elevado, institucion residencial;19/07/2024;A;1;100;A;1
11344;Y012;Agresion por empujon desde un lugar elevado, escuelas, otras instituciones y areas administrativas  publicas;Agresion por empujon desde un lugar elevado, escuelas, otras instituciones y areas administrativas  publicas;19/07/2024;A;1;100;A;1
11345;Y013;Agresion por empujon desde un lugar elevado, areas de deporte y atletismo;Agresion por empujon desde un lugar elevado, areas de deporte y atletismo;19/07/2024;A;1;100;A;1
11346;Y014;Agresion por empujon desde un lugar elevado, calles y carreteras;Agresion por empujon desde un lugar elevado, calles y carreteras;19/07/2024;A;1;100;A;1
11347;Y015;Agresion por empujon desde un lugar elevado, comercio y area de servicios;Agresion por empujon desde un lugar elevado, comercio y area de servicios;19/07/2024;A;1;100;A;1
11348;Y016;Agresion por empujon desde un lugar elevado, area industrial y de la construccion;Agresion por empujon desde un lugar elevado, area industrial y de la construccion;19/07/2024;A;1;100;A;1
11349;Y017;Agresion por empujon desde un lugar elevado, granja;Agresion por empujon desde un lugar elevado, granja;19/07/2024;A;1;100;A;1
11350;Y018;Agresion por empujon desde un lugar elevado, otro lugar especificado;Agresion por empujon desde un lugar elevado, otro lugar especificado;19/07/2024;A;1;100;A;1
11351;Y019;Agresion por empujon desde un lugar elevado, lugar no especificado;Agresion por empujon desde un lugar elevado, lugar no especificado;19/07/2024;A;1;100;A;1
11352;Y020;Agresion por empujar o colocar a la victima delante de objeto en movimiento, vivienda;Agresion por empujar o colocar a la victima delante de objeto en movimiento, vivienda;19/07/2024;A;1;100;A;1
11353;Y021;Agresion por empujar o colocar a la victima delante de objeto en movimiento, institucion residencial;Agresion por empujar o colocar a la victima delante de objeto en movimiento, institucion residencial;19/07/2024;A;1;100;A;1
11354;Y022;Agresion por empujar o colocar a la victima delante de objeto en movimiento, escuelas, otras instituciones y areas administrativas  publicas;Agresion por empujar o colocar a la victima delante de objeto en movimiento, escuelas, otras instituciones y areas administrativas  publicas;19/07/2024;A;1;100;A;1
11355;Y023;Agresion por empujar o colocar a la victima delante de objeto en movimiento, areas de deporte y atletismo;Agresion por empujar o colocar a la victima delante de objeto en movimiento, areas de deporte y atletismo;19/07/2024;A;1;100;A;1
11356;Y024;Agresion por empujar o colocar a la victima delante de objeto en movimiento, calles y carreteras;Agresion por empujar o colocar a la victima delante de objeto en movimiento, calles y carreteras;19/07/2024;A;1;100;A;1
11357;Y025;Agresion por empujar o colocar a la victima delante de objeto en movimiento, comercio y area de servicios;Agresion por empujar o colocar a la victima delante de objeto en movimiento, comercio y area de servicios;19/07/2024;A;1;100;A;1
11358;Y026;Agresion por empujar o colocar a la victima delante de objeto en movimiento, area industrial y de la construccion;Agresion por empujar o colocar a la victima delante de objeto en movimiento, area industrial y de la construccion;19/07/2024;A;1;100;A;1
