"codreg_cups";"desc_cups"
"906778";"APOPTOSIS DE LINFOCITOS T"
"906779";"EXPRESION DE CD18 A PARTIR DE LEUCOCITOS CD45+"
"906780";"DOCK8 INTRACELULAR EN LINFOCITOS"
"906781";"EXPRESION DE HLA DR EN LINFOCITOS T CD8+"
"906782";"LINFOCITOS T NK INVARIANTES"
"906783";"LINFOCITOS T DOBLEMENTE NEGATIVOS TCR ALFA-BETA"
"906784";"LINFOCITOS T REGULADORES"
"906785";"LINFOCITOS T EMIGRANTES TIMICOS"
"906786";"XIAP INTRACELULAR EN LEUCOCITOS"
"906787";"WASp INTRACELULAR EN LEUCOCITOS"
"906788";"PRUEBA FUNCIONAL PARA XIAP EN MONOCITOS"
"906852";"INTERLEUQUINA 1"
"906853";"INTERLEUQUINA 6"
"906854";"FACTOR DE CRECIMIENTO PLACENTARIO (PGIF)"
"906855";"TIROSINQUINASA SOLUBLE (Sflt1)"
"906917";"CRIOGLOBULINAS"
"908351";"PTERINAS CUANTITATIVAS"
"908352";"GALACTOSA EPIMERASA ACTIVIDAD"
"908353";"GALACTOSA 1 FOSFATO"
"908354";"TRIPSINOGENO INMUNOREACTIVO"
"908355";"BIOTINIDASA ACTIVIDAD"
"908356";"ACIDOS ORGANICOS DE CADENA CORTA Y MEDIA CUALITATIVO"
"908357";"ACIDOS ORGANICOS DE CADENA CORTA Y MEDIA CUANTITATIVO"
"908440";"PATERNIDAD O FILIACION PRUEBA"
"908441";"FACTOR DE LEIDEN MUTACION"
"908847";"Adenovirus IDENTIFICACION REACCION EN CADENA DE LA POLIMERASA"
"908848";"Histoplasma IDENTIFICACION REACCION EN CADENA DE LA POLIMERASA"
"908849";"Chlamydia IDENTIFICACION REACCION EN CADENA DE LA POLIMERASA"
"908850";"Neisseria gonorrhoeae IDENTIFICACION REACCION EN CADENA DE LA POLIMERASA"
"911031";"PRUEBA CRUZADA PLAQUETARIA"
"911032";"DETECCION DE AUTOANTICUERPO [CONTROL AUTOLOGO] EN TUBO"
"911033";"DETECCION DE AUTOANTICUERPO [CONTROL AUTOLOGO] POR MICROTECNICA"
"911034";"DETECCION DE ISOAGLUTININAS EN TUBO"
"911035";"DETECCION DE ISOAGLUTININAS POR MICROTECNICA"
"911037";"TITULACION DE ISOAGLUTININAS POR MICROTECNICA"
"911038";"DETERMINACION DEL ANTIGENO H EN EL GLOBULO ROJO O EN OTROS FLUIDOS CUALQUIER TECNICA"
"911119";"PROCESAMIENTO DE CELULAS PROGENITORAS HEMATOPOYETICAS"
"911120";"REDUCCION DE PATOGENOS EN SANGRE TOTAL, COMPONENTES DE PLASMA O PLAQUETAS (HASTA 6 PLASMAS O PLAQUETAS ESTANDAR) O POR AFERESIS."
"951303";"ECOGRAFIA DE ORBITA MODO A Y B"
"912021";"INFUSION (TRANSFUSION) DE LINFOCITOS DEL DONANTE DEL TRASPLANTE"
"923104";"RADIOCIRUGIA INTRACRANEAL DE FUENTE UNICA DE FOTONES (PLANEACION COMPUTARIZADA Y SIMULACION VIRTUAL)"
"923105";"RADIOCIRUGIA EXTRACRANEAL DE FUENTE UNICA DE FOTONES (PLANEACION COMPUTARIZADA Y SIMULACION VIRTUAL)"
"930103";"EVALUACION DEL COMPONENTE COGNITIVO"
"930806";"ELECTROMIOGRAFIA DE PARAESPINALES"
"930807";"ELECTROMIOGRAFIA COMO GUIA PARA PROCEDIMIENTOS"
"930808";"ELECTROMIOGRAFIA DIAFRAGMATICA (CADA LADO)"
"931002";"TERAPIA CON ONDAS DE CHOQUE DEL SISTEMA OSTEOMUSCULAR (CADA SESION)"
"933501";"TERAPIA DE REHABILITACION PULMONAR"
"933603";"TERAPIA DE ONDAS DE CHOQUE MIOCARDICA"
"933901";"TERAPIA DE INTEGRACION SENSORIAL"
"935308";"MANIPULACION Y APLICACION DE YESO PARA MALFORMACION CONGENITA DE PIE"
"951304";"ULTRABIOMICROSCOPIA OCULAR"
"940101";"ADMINISTRACION [APLICACION] DE PRUEBA DE INTELIGENCIA (CUALQUIER TIPO) (CADA UNA)"
"940201";"ADMINISTRACION [APLICACION] DE PRUEBA DE PERSONALIDAD (CUALQUIER TIPO) (CADA UNA)"
"940302";"ADMINISTRACION [APLICACION] DE PRUEBA EN ALTERACIONES EMOCIONALES (AFECTIVAS) O DE CONDUCTA"
"940701";"ADMINISTRACION [APLICACION] DE PRUEBA NEUROPSICOLOGICA (CUALQUIER TIPO) (CADA UNA)"
"940901";"DETERMINACION DEL ESTADO MENTAL POR PSICOLOGIA"
"941101";"DETERMINACION DEL ESTADO MENTAL POR PSIQUIATRIA"
"944301";"TERAPIA DE REHABILITACION COGNITIVA"
"950101";"EVALUACION ORTOPTICA"
"950201";"EVALUACION PARA BAJA VISION"
"950602";"INTERFEROMETRIA"
"950603";"ESTUDIO DE SENSIBILIDAD DE CONTRASTE"
"951102";"FOTOGRAFIA A COLOR DE SEGMENTO ANTERIOR DEL OJO"
"951103";"FOTOGRAFIA A COLOR DE SEGMENTO POSTERIOR DEL OJO"
"951202";"ANGIOGRAFIA OCULAR DE SEGMENTO ANTERIOR DEL OJO"
"951203";"ANGIOGRAFIA OCULAR DE SEGMENTO POSTERIOR DEL OJO"
"951302";"ECOGRAFIA OCULAR MODO A Y B"
"951501";"TOPOGRAFIA COMPUTADA CORNEAL SIMPLE "
"951502";"TOPOGRAFIA COMPUTADA CORNEAL POR ELEVACION"
"951503";"ABERROMETRIA OCULAR"
"951801";"OCULOPLETISMOGRAFIA"
"951901";"TOMOGRAFIA OPTICA DE SEGMENTO ANTERIOR "
"951902";"TOMOGRAFIA OPTICA DE SEGMENTO POSTERIOR "
"951903";"ANGIOTOMOGRAFIA OPTICA COHERENTE "
"952001";"BIOMETRIA OCULAR"
"952101";"ELECTRORRETINOGRAMA MONOFOCAL"
"952102";"ELECTRORRETINOGRAMA MULTIFOCAL"
"952201";"ELECTROOCULOGRAMA"
"952302";"POTENCIALES VISUALES EVOCADOS MONOFOCALES"
"952303";"POTENCIALES VISUALES EVOCADOS MULTIFOCALES"
"952501";"PAQUIMETRIA"
"952602";"CURVA DE PRESION INTRAOCULAR (DIURNA O 24 HORAS)"
"952603";"PRUEBA DE SOBRECARGA HIDRICA"
"952604";"PRUEBA DE PROVOCACION CON SUSTANCIA TERAPEUTICA"
"952901";"PRUEBA DE PROVOCACION CONJUNTIVAL CON ALERGENOS ESPECIFICOS"
"953401";"ADAPTACION DE PROTESIS OCULAR"
"954804";"ESTIMULACION ACUSTICA CON DISPOSITIVO"
"960406";"INSERCION DE TUBO ENDOTRAQUEAL BAJO VISION ENDOSCOPICA"
"960503";"INSERCION DE DISPOSITIVO SUPRAGLOTICO"
"967005";"FERTILIZACION IN VITRO"
"967006";"TRANSFERENCIA EMBRIONARIA"
"991206";"DESENSIBILIZACION A MEDICAMENTO POR VIA ORAL"
"991207";"DESENSIBILIZACION A MEDICAMENTO POR VIA PARENTERAL"
"992508";"TERAPIA ANTINEOPLASICA MIELOABLATIVA"
"992509";"MONOTERAPIA ANTINEOPLASICA DE BAJA TOXICIDAD"
"992511";"MONOTERAPIA ANTINEOPLASICA DE ALTA TOXICIDAD"
"992801";"INYECCION O INFUSION DE MODIFICADOR DE RESPUESTA BIOLOGICA"
"998201";"MONITOREO DE LA PROFUNDIDAD ANESTESICA"
"998202";"MONITOREO DEL ESTADO DE LA RELAJACION MUSCULAR (UNION MIONEURAL)"
"998203";"MONITOREO DE LA PERFUSION TISULAR"
"998204";"MONITOREO DE OXIGENACION CEREBRAL"
"998205";"MONITOREO DE FLUJO SANGUINEO CEREBRAL"
"998206";"MONITOREO DE METABOLISMO CEREBRAL"
"998207";"MONITOREO DE PRESION INTRACRANEAL"
"998303";"FOTOTERAPIA INTERMITENTE"
"998304";"FOTOQUIMIOTERAPIA"
"998305";"FOTOFERESIS"
"998702";"SOPORTE DE SEDACION PARA CONSULTA O APOYO DIAGNOSTICO"
"998703";"MAPEO CORPORAL AUTOMATIZADO"
"L873003";"ORTOTOMOGRAFIA "
"E21305";"TOMOGRAFÍA DE LA SILUETA RENAL SIN MEDIO DE CONTRASTE"
"T10009";"ESTUDIO BAROMETRICO"
"T10010";"DETERMINACION DE LA VARIACION DE LAS PRESIONES ATMOSFERICAS"
"T10116";"ESTUDIO HIGIENICO DE CONTAMINANTES QUIMICOS"
"T10302";"EVALUACION ERGONOMICA,  PUESTO DE TRABAJO, PROCESOS, HERRAMIENTAS, EQUIPOS Y DOTACION"
"T10701";"INVESTIGACION DE LA ENFERMEDAD LABORAL"
"T11104";"ENCERRAMIENTO"
"T11105";"SEGREGACION"
"T11106";"PROGRAMA DE SEGURIDAD QUIMICA"
"T31001";"INFORMACION, EDUCACION Y COMUNICACION SOBRE CONDICIONES DE SEGURIDAD EN EL TRABAJO"
"T31002";"INFORMACION, EDUCACION Y COMUNICACION SOBRE CONDICIONES DE SALUD EN EL TRABAJO"
"T32001";"SISTEMA DE VIGILANCIA EPIDEMIOLOGICA DE LA SALUD DE LOS TRABAJADORES"
"873210-1";"RADIOGRAFIA DE MANO"
"873412-2";"RADIOGRAFIA DE PELVIS"
"999999-3";"RX. COMPARATIVAS DE LAS REGIONES ANTERIORES AL VALOR DE LA REGION AGREGAR"
